sender_upi,receiver_upi,amount,hour_of_day,day_of_week,location,txn_type,device_id,is_new_device,num_txn_last_1hr,num_txn_last_24hr,avg_amount_last_week,is_new_receiver,label
wcnkwfze@okaxis,rjjfsa@okhdfcbank,16.44,21,4,Delhi,Bill,dev_4366,0,2,4,709.96,0,0
lysvngv@ybl,mnvpjkwcw@okaxis,361.4,5,5,Delhi,Merchant,dev_3526,0,1,2,2291.97,0,0
bypcf@okicici,gktnfs@okaxis,240.81,11,5,Bengaluru,Bill,dev_3748,0,0,3,1892.89,0,0
lrdhahwdq@paytm,xcbke@ybl,754.76,2,4,Kolkata,Bill,dev_1951,0,0,4,2668.4,0,0
uavhegqnv@okicici,ozbtj@paytm,35.47,4,3,Jaipur,Bill,dev_651,1,0,6,1573.98,0,0
ujzfdulk@okhdfcbank,thnphft@paytm,62.91,19,5,Bengaluru,Bill,dev_3742,0,1,4,3429.04,0,0
iphfmwh@okicici,kegoyoy@okicici,1475.27,1,6,Hyderabad,P2P,dev_3268,0,2,4,1923.53,1,0
tdagwz@okaxis,jakxjn@okhdfcbank,147.24,10,5,Hyderabad,QR_Scan,dev_411,0,1,5,1491.77,0,0
ttoze@oksbi,telaxtz@paytm,561.71,17,0,Kolkata,P2P,dev_2449,0,0,2,851.92,1,0
zdcnimlzr@okicici,ellfh@okhdfcbank,1162.84,10,3,Mumbai,P2P,dev_4943,1,1,5,867.73,0,0
wqnaoxr@okhdfcbank,xpirk@okaxis,172.52,1,5,Mumbai,QR_Scan,dev_3099,0,4,6,3438.21,1,0
efleaidju@paytm,skoivvch@okhdfcbank,2469.01,13,4,Delhi,QR_Scan,dev_2809,0,0,2,4267.91,0,0
jhiwr@paytm,etxcbp@ybl,58.19,15,5,Delhi,Merchant,dev_4629,0,2,6,1615.7,1,0
ijkygdu@okaxis,wymkcymgb@ybl,1244.95,2,3,Bengaluru,Bill,dev_222,0,0,4,1543.98,0,0
rhmia@oksbi,ctuqmkme@okaxis,365.71,2,3,Mumbai,Bill,dev_2667,0,3,4,2171.41,0,0
fdohbznhb@ybl,cmsyexqlg@oksbi,133.54,6,0,Jaipur,Bill,dev_683,0,0,4,4671.41,0,0
wljdvof@okhdfcbank,zfwkfe@okicici,287.52,17,4,Hyderabad,Merchant,dev_52,0,2,4,1653.07,0,0
uessymwmp@okhdfcbank,rmingy@oksbi,1020.32,2,4,Chennai,P2P,dev_1142,0,2,3,4995.56,0,0
gwaaedy@oksbi,oavfmec@ybl,324.94,18,3,Chennai,QR_Scan,dev_4817,0,4,7,3157.02,1,0
wsqmmakt@okaxis,gvrvh@oksbi,392.27,6,2,Jaipur,Merchant,dev_1068,0,0,1,2941.44,0,0
ybhmgc@oksbi,nofkug@ybl,115.67,23,0,Mumbai,Bill,dev_1445,0,0,2,3911.91,0,0
qbxyb@okhdfcbank,zlmpz@oksbi,2313.77,23,5,Chennai,Bill,dev_3671,0,2,6,2719.09,0,0
pblgayus@oksbi,bspux@ybl,388.79,21,2,Delhi,P2P,dev_3381,0,1,5,3025.29,1,0
vuoinhrr@okicici,pavgy@okicici,33.06,6,6,Chennai,Bill,dev_3266,1,0,4,3699.8,0,0
sgxnl@oksbi,pchvkznrq@ybl,285.16,22,6,Delhi,QR_Scan,dev_475,0,1,5,1333.22,0,0
rvdnqnfd@paytm,bfvoydubz@ybl,671.51,22,3,Kolkata,QR_Scan,dev_2296,0,2,3,1432.15,1,0
cauwcia@okhdfcbank,lfhcukzk@paytm,2449.03,18,6,Pune,Merchant,dev_3144,0,0,5,916.67,0,0
tnanxzq@paytm,aobeoo@oksbi,1100.23,3,3,Jaipur,QR_Scan,dev_1504,0,1,4,504.49,1,0
mrgvxfwk@paytm,wdazss@oksbi,278.42,8,6,Bengaluru,Merchant,dev_3127,0,0,2,131.24,0,0
wbhdhugpm@okaxis,wibus@oksbi,1167.15,12,3,Delhi,Merchant,dev_2450,0,1,4,2764.48,1,0
upxyocxcp@oksbi,kmhina@okaxis,63.33,9,5,Pune,Bill,dev_4656,0,1,3,414.43,1,0
czozxuva@okhdfcbank,pfatdbjeh@ybl,492.8,13,1,Kolkata,Merchant,dev_3458,0,0,0,4538.4,0,0
dvmvckahb@paytm,socjrzp@okhdfcbank,515.51,20,5,Jaipur,P2P,dev_2276,0,1,3,1003.51,0,0
jobrpaljo@okaxis,emlkfnv@oksbi,1760.38,10,5,Pune,QR_Scan,dev_2394,0,0,4,1275.77,1,0
wpftlmyb@ybl,pyiqj@okhdfcbank,1182.76,2,0,Delhi,Merchant,dev_1157,0,1,4,4182.6,1,0
gosungf@oksbi,yiyroojcd@oksbi,1612.0,6,0,Delhi,QR_Scan,dev_1648,0,0,1,773.39,0,0
ywukxe@paytm,gtucp@okicici,181351.7,3,0,Delhi,P2P,dev_1362,1,17,28,849.03,0,1
kjdkocqh@okicici,cimhzsl@okaxis,686.4,2,6,Hyderabad,Merchant,dev_98,0,2,8,3668.18,0,0
ovbglqij@oksbi,fsqywy@ybl,1749.1,3,4,Pune,Bill,dev_4834,0,0,7,4712.57,0,0
gshbdxt@okhdfcbank,jhhupvibm@okaxis,297.49,2,4,Bengaluru,Bill,dev_4762,0,0,3,1357.79,0,0
gxfbcvv@paytm,tmzeec@ybl,1944.09,2,2,Bengaluru,Merchant,dev_3998,0,0,7,1590.23,0,0
yhlwg@okhdfcbank,csqrinx@okicici,394.3,3,6,Pune,QR_Scan,dev_1520,1,1,6,487.98,1,0
icudmdycq@okhdfcbank,vvsohsi@okaxis,112431.75,0,2,Delhi,P2P,dev_646,0,15,41,1925.07,1,1
spoipbyj@ybl,rdbgsk@okhdfcbank,1391.25,19,6,Delhi,Bill,dev_2602,0,1,4,985.8,0,0
sqypmbvd@oksbi,zznekli@paytm,352.44,4,0,Jaipur,Bill,dev_3916,0,0,1,3288.41,0,0
xdhelo@paytm,oivbbjumu@oksbi,353.73,0,1,Mumbai,Bill,dev_4634,0,0,2,2839.27,0,0
blgyojfp@paytm,ymcpqpsrn@paytm,1010.84,12,0,Bengaluru,P2P,dev_3053,1,1,2,1255.82,1,0
cmiwr@ybl,tuxivn@oksbi,3500.39,14,6,Delhi,Merchant,dev_575,0,1,4,4011.04,0,0
halxy@ybl,ffqic@paytm,653.85,17,4,Mumbai,Bill,dev_3874,0,0,3,518.99,0,0
gseciet@oksbi,nznip@okhdfcbank,448.51,16,6,Hyderabad,Bill,dev_1967,0,1,3,1256.88,0,0
eijvqmm@okhdfcbank,cglinwenb@okhdfcbank,317.61,11,4,Hyderabad,Merchant,dev_2218,0,2,6,4345.81,0,0
sbgqtev@okaxis,vbuygi@paytm,1230.28,18,5,Hyderabad,Merchant,dev_103,0,0,5,2599.29,0,0
tdhvnn@ybl,jszzbm@paytm,9010.29,0,5,Delhi,P2P,dev_1825,0,5,20,4324.92,1,1
chisjtij@okaxis,phsqwv@ybl,130.07,9,0,Bengaluru,Bill,dev_4241,0,0,6,494.14,0,0
qrgdnhxov@ybl,xmrndm@okaxis,1000.27,22,4,Hyderabad,QR_Scan,dev_1627,0,1,3,2136.13,0,0
bmwchmmf@ybl,njzofo@okaxis,3965.72,7,6,Chennai,Merchant,dev_1059,0,2,6,2163.54,1,0
anxfnv@okaxis,ytfkvkqt@okicici,571.32,5,3,Hyderabad,Bill,dev_1886,0,0,2,1796.14,0,0
oamnm@oksbi,oqgcztlbs@okicici,572.66,10,5,Bengaluru,P2P,dev_1168,0,0,3,4934.29,0,0
kafss@okaxis,uufpz@okaxis,1778.63,20,5,Chennai,P2P,dev_4081,0,0,3,761.53,0,0
sebijlcr@paytm,hmlfjgy@oksbi,1434.15,1,3,Chennai,Bill,dev_2806,0,1,9,3892.55,1,0
aaymkye@okaxis,qvsedrx@okicici,462.45,12,2,Chennai,Merchant,dev_2735,0,0,0,1172.13,0,0
rjspnfqiq@oksbi,ntqqx@paytm,77.55,6,4,Hyderabad,QR_Scan,dev_4551,0,1,4,945.14,1,0
dapjmgmnq@oksbi,miyzwy@oksbi,223.71,3,1,Delhi,Bill,dev_2243,0,1,4,4231.51,0,0
irkfxh@okicici,yilnez@okhdfcbank,1667.5,3,3,Chennai,P2P,dev_2837,1,1,4,4576.6,0,0
rajaw@okhdfcbank,paksoam@oksbi,276.25,13,6,Delhi,P2P,dev_390,0,0,1,2694.11,1,0
xmbcrybro@okicici,wqjoafdto@ybl,40.69,20,5,Mumbai,Bill,dev_3051,0,2,8,2617.1,0,0
lkdgp@ybl,qvkyosw@ybl,37.46,2,6,Bengaluru,P2P,dev_1546,0,1,2,3165.34,1,0
zqpbj@paytm,hekllfaft@oksbi,174.5,13,5,Hyderabad,QR_Scan,dev_494,0,1,2,3774.39,0,0
qopiqnd@okicici,yyisinrn@okicici,814.23,18,5,Mumbai,P2P,dev_350,0,0,1,4055.76,0,0
xfagashy@okaxis,aguma@okhdfcbank,302.14,13,3,Pune,Bill,dev_4524,1,1,4,926.16,0,0
fpgqq@oksbi,sxbfmiq@okicici,142.2,18,6,Hyderabad,QR_Scan,dev_2059,1,2,4,3151.68,0,0
kcfiuyhq@ybl,gwuagah@okaxis,1959.96,7,2,Jaipur,QR_Scan,dev_1233,0,0,2,3905.37,0,0
svjtqq@okaxis,dkqxjvq@ybl,55.47,5,0,Pune,Merchant,dev_3802,0,2,9,4335.48,0,0
avrvuxyk@okaxis,quvirdbbz@okhdfcbank,111.1,3,6,Chennai,P2P,dev_1826,0,0,4,645.11,0,0
uodyq@okhdfcbank,dehzvl@okaxis,132.21,17,6,Jaipur,Bill,dev_4834,0,0,4,4847.47,0,0
abgudj@oksbi,qfevghue@okhdfcbank,129.41,8,0,Chennai,Merchant,dev_4258,0,1,6,3739.56,0,0
mpmqkdl@okaxis,tbjbo@oksbi,83.9,21,4,Pune,P2P,dev_4827,0,0,3,1705.99,0,0
dvihl@oksbi,yxmnf@okaxis,665.82,20,2,Jaipur,Bill,dev_3124,0,1,3,3644.6,0,0
gfcbgdba@okicici,mqkcx@ybl,53.51,20,6,Kolkata,Bill,dev_19,0,0,3,1582.48,0,0
mukju@okaxis,qwuaphvwt@okicici,1726.26,16,0,Kolkata,P2P,dev_4670,0,1,5,3755.22,0,0
qqwoao@okicici,gnlxjcsdu@oksbi,2369.49,9,4,Delhi,Bill,dev_2182,1,0,3,4511.44,1,0
epsakf@okhdfcbank,iefgo@okicici,535.85,10,4,Bengaluru,P2P,dev_2942,0,1,3,1641.27,0,0
qhzjmyed@okhdfcbank,kqulseu@paytm,1051.54,8,4,Hyderabad,P2P,dev_4386,0,1,3,2985.05,0,0
mnflgd@ybl,gmkhsbu@oksbi,1088.15,9,6,Chennai,Merchant,dev_1806,0,3,5,1558.55,0,0
itrzhjgld@oksbi,lffthggtm@ybl,92.45,1,4,Bengaluru,Bill,dev_3972,0,2,8,881.0,0,0
tesjw@ybl,rnwwrd@oksbi,728.84,9,6,Kolkata,P2P,dev_629,0,3,9,1664.82,0,0
zxuxvuj@paytm,dnhpakjo@ybl,1274.89,18,0,Bengaluru,Bill,dev_910,0,1,3,3311.73,0,0
qxfkr@okaxis,zbqpqbz@ybl,455.39,5,2,Hyderabad,P2P,dev_2277,0,2,4,3608.06,0,0
aalnc@paytm,dbjhnxe@okicici,397.08,9,3,Pune,Bill,dev_1558,0,1,5,1139.53,0,0
poiqnai@ybl,yefbvrc@okicici,688.65,14,4,Hyderabad,P2P,dev_4294,0,1,5,4324.7,0,0
mpvyl@paytm,igffn@paytm,162.42,6,2,Chennai,Bill,dev_2023,0,1,5,2009.03,0,0
aibnfncb@okaxis,dkbcgaos@paytm,24606.15,2,2,Mumbai,P2P,dev_7617,1,15,26,4270.49,1,1
cvxkylfp@okicici,vzzzh@paytm,2664.66,22,2,Mumbai,Merchant,dev_2591,0,1,5,4458.96,1,0
ykgaapgwd@paytm,bpaia@ybl,436.75,8,5,Chennai,Bill,dev_109,0,0,4,890.12,0,0
ibmrwi@okaxis,aifckvv@okhdfcbank,573.95,21,2,Pune,QR_Scan,dev_2464,0,2,4,4147.26,0,0
opichz@ybl,plbvhj@ybl,731.28,8,5,Pune,QR_Scan,dev_2197,0,0,4,4620.82,0,0
vedvwli@okicici,mqoxabmzz@oksbi,315.87,19,0,Kolkata,P2P,dev_3712,0,0,6,4068.73,0,0
adyhzzbbh@ybl,seyrxrcgw@paytm,372.3,6,5,Bengaluru,Bill,dev_4958,0,1,5,3209.3,0,0
kssksygz@okicici,jvriwju@oksbi,1175.14,2,6,Mumbai,Merchant,dev_1015,1,1,3,1212.63,0,0
ipqlidu@ybl,tlnyke@paytm,850.99,9,3,Delhi,P2P,dev_4721,0,0,6,2727.66,0,0
yaxpcsx@paytm,fzlozgiri@ybl,293.88,1,4,Delhi,Merchant,dev_4528,0,1,7,3847.2,0,0
hbihuhkfy@ybl,teymsq@okicici,127.15,22,3,Chennai,QR_Scan,dev_1079,0,2,5,3436.16,0,0
ykpibxfn@oksbi,yxwiama@ybl,477.62,9,0,Mumbai,QR_Scan,dev_2055,0,1,5,420.6,1,0
ezlzetcy@oksbi,zkrpiiwp@okaxis,261.87,20,2,Kolkata,Bill,dev_4553,0,0,3,2492.6,0,0
omemy@okaxis,ujxcgcge@okicici,422.4,16,2,Chennai,QR_Scan,dev_1125,0,0,2,212.84,0,0
wcnwsus@okaxis,gapuxkf@paytm,2610.95,15,6,Pune,QR_Scan,dev_1004,0,1,4,3777.72,0,0
yluwtzz@okhdfcbank,qpneny@ybl,276.71,17,2,Jaipur,P2P,dev_2046,0,0,3,1979.87,0,0
huppsy@paytm,jyuwiat@okicici,266.02,1,5,Hyderabad,Bill,dev_1733,0,0,6,3933.96,0,0
bxgginplx@oksbi,qzlkly@oksbi,344.24,4,3,Kolkata,QR_Scan,dev_901,0,1,4,1877.33,0,0
jwgxnva@okhdfcbank,wdkxvqu@oksbi,2407.82,3,1,Pune,Bill,dev_4491,0,1,5,4746.0,0,0
fddkindm@okhdfcbank,ycwgakbex@okhdfcbank,1131.32,12,6,Pune,Bill,dev_4835,0,1,4,1616.19,0,0
hwjfakiw@okaxis,tctqsoeui@paytm,563.13,4,2,Pune,QR_Scan,dev_324,0,0,2,349.57,0,0
fkotbf@okhdfcbank,mgeienmuj@ybl,68.64,21,0,Chennai,Bill,dev_4977,0,1,4,4169.27,0,0
mmrsg@ybl,nchaxso@oksbi,82601.36,1,1,Chennai,QR_Scan,dev_1381,1,9,18,4646.63,1,1
fetrtb@okaxis,gqtrpdybg@okicici,357.6,11,3,Mumbai,QR_Scan,dev_4301,0,0,1,2407.61,1,0
dcnlxta@oksbi,opxirz@ybl,1647.75,23,4,Mumbai,Merchant,dev_161,0,0,3,4893.28,0,0
ydtuwzsux@okaxis,ljbqicqxe@okaxis,1830.68,4,1,Hyderabad,Bill,dev_292,0,2,3,631.73,0,0
spwbqt@oksbi,gwlwkqkhf@okhdfcbank,224.98,19,3,Delhi,P2P,dev_4762,0,0,3,4797.68,0,0
qqnvvi@okaxis,rukcxnh@ybl,252.7,22,4,Jaipur,Merchant,dev_935,0,1,6,1901.38,0,0
etlmcrzh@okicici,oqapnjtdx@ybl,1740.46,5,6,Chennai,QR_Scan,dev_2703,0,0,3,1803.58,0,0
kvidvizl@okicici,tsdnw@paytm,492.72,8,1,Delhi,Bill,dev_1898,0,2,5,2047.83,1,0
ylovb@okhdfcbank,kbsez@okicici,837.21,12,5,Chennai,P2P,dev_4820,0,0,2,3229.45,0,0
ohcfur@okaxis,neobrlkgw@okaxis,1012.02,23,1,Chennai,Bill,dev_595,0,1,5,3091.03,0,0
ypxposfbp@okaxis,jdtdk@oksbi,26.51,15,5,Jaipur,Bill,dev_733,0,2,4,984.67,0,0
bzuniq@okicici,ptglpc@okaxis,351.67,2,6,Pune,QR_Scan,dev_794,0,3,7,265.42,0,0
tecwtaswd@ybl,epswboh@ybl,485.87,6,4,Pune,Bill,dev_2114,0,2,3,2260.36,0,0
ixjsxnjr@paytm,rvkru@ybl,1713.8,21,5,Hyderabad,Merchant,dev_1642,0,0,4,897.52,0,0
ugkddrhgi@paytm,vaqeq@okicici,1963.55,12,2,Delhi,P2P,dev_2567,0,0,2,3103.25,0,0
uraevrtz@oksbi,aezcm@okhdfcbank,454.3,7,1,Bengaluru,Bill,dev_3913,0,1,3,2523.5,0,0
uwmlb@paytm,edqes@okicici,240.83,11,0,Bengaluru,QR_Scan,dev_3017,0,0,4,4664.94,0,0
ojixxouix@okicici,hbcvv@oksbi,915.98,11,4,Kolkata,Bill,dev_626,0,0,3,2303.84,0,0
altrcle@okhdfcbank,fqyckta@okicici,2175.48,10,3,Mumbai,Bill,dev_4469,0,2,4,2110.71,0,0
ercmiy@ybl,howpg@okhdfcbank,714.19,10,3,Mumbai,QR_Scan,dev_3168,0,0,4,1028.39,0,0
bvtpu@ybl,ugzljdxb@ybl,2277.19,4,5,Mumbai,Bill,dev_3143,0,2,4,1965.35,0,0
usppql@okhdfcbank,hghwhl@paytm,81.34,21,6,Delhi,Bill,dev_4752,0,1,7,4864.79,0,0
tqonx@oksbi,ntcyub@ybl,1415.91,23,0,Delhi,P2P,dev_768,0,0,4,899.95,0,0
slwkkm@okaxis,qheybi@okaxis,491.48,10,6,Chennai,P2P,dev_3869,0,1,5,1438.0,0,0
zcskwnctj@ybl,vzkxw@okaxis,2189.41,11,4,Mumbai,Merchant,dev_2562,0,0,3,1076.23,0,0
ilslkfhk@okaxis,ifeac@okaxis,1821.51,20,2,Jaipur,P2P,dev_1563,1,1,6,3611.87,1,0
rrzgxokz@okicici,havvgip@okaxis,984.46,20,5,Bengaluru,Bill,dev_3223,0,1,4,1019.73,1,0
mmfwm@paytm,psrcqdmh@paytm,2192.5,13,6,Hyderabad,QR_Scan,dev_3600,0,0,2,1510.74,0,0
wmqig@oksbi,kpzrgydsv@paytm,42.04,12,3,Kolkata,QR_Scan,dev_3830,0,1,3,1070.04,1,0
acxdvj@oksbi,rwrmrhj@okaxis,33.15,1,2,Chennai,QR_Scan,dev_1,0,1,5,3681.78,0,0
nfztssr@oksbi,zyadv@oksbi,2584.91,2,6,Mumbai,Bill,dev_2017,0,0,6,3462.27,0,0
ulgeudirw@ybl,wfvbua@paytm,112.93,5,6,Jaipur,QR_Scan,dev_3867,1,2,7,4048.01,1,0
dtkgn@okicici,pgyvky@okaxis,276.87,1,3,Jaipur,Merchant,dev_3610,0,2,6,288.43,0,0
mkhwkok@ybl,rxsnqnle@ybl,1111.86,22,1,Kolkata,QR_Scan,dev_3566,1,0,3,805.84,0,0
vzermnog@okicici,hskiabrnd@okhdfcbank,747.59,4,5,Jaipur,P2P,dev_1412,1,1,5,3134.25,0,0
tvuqu@okhdfcbank,chiam@oksbi,386.49,14,0,Jaipur,P2P,dev_4336,0,0,3,4445.36,0,0
dspzla@paytm,igjmhtjj@ybl,661.16,14,0,Chennai,QR_Scan,dev_35,0,2,7,1012.0,0,0
cclbzees@ybl,cqqrkn@oksbi,13.26,14,5,Delhi,QR_Scan,dev_4970,0,0,6,1407.23,0,0
cgteees@ybl,nfzjy@paytm,1509.86,19,0,Hyderabad,QR_Scan,dev_3269,0,2,6,454.37,0,0
onvprpve@ybl,ydahqss@okaxis,351.35,23,2,Bengaluru,Merchant,dev_2644,0,0,3,2073.12,0,0
vgbyqr@oksbi,niutqr@okhdfcbank,1593.85,23,6,Pune,QR_Scan,dev_3910,0,0,5,1757.4,1,0
zlfbaiyn@okhdfcbank,wcjbrnzt@paytm,20.35,11,5,Delhi,Bill,dev_127,0,1,4,1134.62,0,0
xkvnu@okhdfcbank,gclzucl@okaxis,904.79,11,3,Mumbai,P2P,dev_1844,0,2,2,2954.84,1,0
gtpylcy@oksbi,cffcvfhjo@okaxis,1107.88,17,3,Pune,Merchant,dev_4663,0,0,3,2325.17,0,0
aahdirdo@ybl,hiqeut@okhdfcbank,31.29,0,4,Delhi,Merchant,dev_1050,0,1,1,1739.56,0,0
tyjnin@ybl,aohyfwxr@ybl,798.37,19,5,Bengaluru,P2P,dev_3894,0,1,4,1378.96,0,0
hmlvqjp@okhdfcbank,vaubajc@paytm,723.49,5,2,Pune,Bill,dev_885,0,0,3,4912.84,0,0
nzxlyvmr@paytm,sczqtg@okaxis,76.19,13,3,Delhi,Merchant,dev_4949,1,1,5,739.32,0,0
dpykaqf@ybl,muuuzca@oksbi,44.89,2,6,Delhi,Merchant,dev_2456,0,1,2,921.05,1,0
frgkzbf@okicici,blumzy@okhdfcbank,387.91,19,5,Hyderabad,Merchant,dev_3804,0,1,1,777.09,0,0
vsliwqx@okicici,raokdy@okhdfcbank,1359.78,7,6,Chennai,P2P,dev_719,0,0,6,3444.75,0,0
qlkpcn@oksbi,xnoyej@paytm,2305.15,15,5,Mumbai,P2P,dev_1674,0,0,3,874.72,0,0
vhfzbszk@okhdfcbank,bwkyxem@ybl,345.16,14,5,Mumbai,Merchant,dev_2794,0,3,4,4730.8,1,0
aropwi@okhdfcbank,kefbjvdnc@paytm,2924.4,14,4,Mumbai,Bill,dev_1264,0,0,2,1062.76,0,0
msusj@okaxis,seetqu@oksbi,2216.2,3,5,Mumbai,QR_Scan,dev_4734,0,1,5,3781.74,0,0
yacxym@okicici,yrumbof@oksbi,108.58,20,5,Bengaluru,P2P,dev_3736,0,4,7,4857.61,0,0
dplqqfsl@okaxis,vtbasefo@okhdfcbank,2838.07,15,1,Kolkata,P2P,dev_3080,0,0,6,2716.37,0,0
zyjtl@okhdfcbank,hxbcybdq@ybl,94.64,19,4,Bengaluru,P2P,dev_228,0,1,4,2479.54,0,0
mqwalr@oksbi,coabfxlzi@ybl,2118.77,11,0,Pune,Bill,dev_3934,0,3,3,4822.57,0,0
avbjijsat@paytm,cutnygi@paytm,19.54,19,3,Kolkata,Merchant,dev_2041,0,1,5,4092.06,0,0
opjpoefju@paytm,nbrmhgevw@okicici,61.82,4,5,Jaipur,Bill,dev_1065,0,0,2,2939.57,1,0
snqtt@okaxis,luiqhxhls@oksbi,259.73,23,3,Jaipur,Bill,dev_388,0,0,2,689.44,0,0
dyfhveeo@okicici,epqqszri@ybl,10.0,22,2,Mumbai,Bill,dev_391,0,0,5,858.58,0,0
dmymmlkl@paytm,apsdxvn@oksbi,286.93,19,6,Bengaluru,QR_Scan,dev_41,0,0,0,2457.22,0,0
vpuwn@paytm,dwehbwi@okaxis,245.84,15,4,Pune,P2P,dev_370,1,1,3,3407.24,0,0
phiorcxq@okicici,owmweg@okhdfcbank,253.57,8,5,Kolkata,Bill,dev_2767,0,1,2,3294.08,0,0
yaizxagy@ybl,oipqiftlp@ybl,444.39,6,1,Chennai,QR_Scan,dev_4760,0,0,1,4912.24,1,0
xyuef@okicici,bckjcihpv@paytm,225.02,9,5,Chennai,Merchant,dev_3693,0,0,2,527.39,1,0
rfcytboo@okicici,dhppceqt@paytm,177.29,15,4,Mumbai,P2P,dev_4543,0,0,2,753.65,1,0
sudfcz@ybl,deopfrz@ybl,53.85,6,6,Hyderabad,Merchant,dev_666,0,2,3,2831.69,0,0
spxpjbpvi@ybl,fhhmzon@okaxis,1354.65,0,4,Jaipur,Merchant,dev_4321,0,3,4,2269.3,0,0
yapcgrpj@paytm,ihbfxta@okhdfcbank,1591.98,16,3,Pune,P2P,dev_3084,0,1,4,769.07,0,0
rvpowc@okhdfcbank,reezmimq@okhdfcbank,2077.07,20,1,Pune,Merchant,dev_1956,0,0,2,3712.73,0,0
lmdwbrx@okaxis,hwjeb@okaxis,3345.51,10,2,Bengaluru,Bill,dev_2927,0,1,4,483.04,0,0
krfuoftai@okhdfcbank,anndnwd@okaxis,51.34,10,6,Kolkata,P2P,dev_3127,0,4,4,3012.67,1,0
flbdcze@ybl,iqffxhfnq@okaxis,1275.04,22,2,Mumbai,P2P,dev_2629,0,0,4,881.92,0,0
ojaffbp@ybl,cgxgxd@okhdfcbank,726.39,5,3,Delhi,P2P,dev_4977,0,1,2,2390.71,1,0
akidbk@ybl,lzpgtgit@okaxis,500.03,11,2,Delhi,Bill,dev_2578,0,0,4,2974.04,0,0
xtdgw@oksbi,gtjyfgirr@ybl,236.24,13,0,Chennai,Bill,dev_3442,1,0,2,4899.13,0,0
zujncbztx@okhdfcbank,ratejykv@paytm,1155.71,14,1,Chennai,Merchant,dev_2484,0,0,1,4117.46,0,0
edgrug@ybl,pwndww@oksbi,740.14,22,4,Chennai,P2P,dev_845,0,1,4,1308.65,0,0
prcxjapw@okhdfcbank,iapdj@okaxis,501.77,2,5,Pune,Merchant,dev_3944,0,1,3,837.23,0,0
ggivcduie@okicici,amuwnc@okaxis,992.46,1,0,Pune,Merchant,dev_2177,1,5,7,2693.19,1,0
dsdwezjx@okhdfcbank,gdwlmie@okaxis,472.62,20,6,Delhi,P2P,dev_1128,1,1,3,1385.26,0,0
ofkenp@okaxis,oiqdguy@oksbi,213.4,23,0,Jaipur,Bill,dev_3482,0,3,9,2863.13,1,0
orivqxzw@okaxis,flkqjme@ybl,914.08,1,0,Pune,QR_Scan,dev_1672,0,0,6,3687.16,0,0
rjfde@okicici,qxgtrt@ybl,534.5,9,2,Bengaluru,P2P,dev_1677,0,1,4,2280.49,0,0
ctnul@okicici,rsisrd@oksbi,987.79,19,1,Mumbai,Bill,dev_675,0,0,2,101.8,0,0
ducflsg@okicici,ecymuetsu@okaxis,26.76,21,6,Mumbai,P2P,dev_1922,0,0,4,3641.28,0,0
rayal@ybl,fwxgkdp@okhdfcbank,723.74,20,0,Hyderabad,Bill,dev_897,0,1,5,4545.51,0,0
nltwatlsf@oksbi,wehcrsl@paytm,14.92,15,5,Hyderabad,QR_Scan,dev_590,0,1,2,3441.44,0,0
axdso@okicici,logpjh@okhdfcbank,1619.42,18,0,Mumbai,Bill,dev_578,0,0,0,2767.33,0,0
zkdsyhpqk@okaxis,ixgac@okicici,127.34,20,6,Hyderabad,Bill,dev_779,0,0,2,1170.19,1,0
cakskx@okhdfcbank,dlqvcgdq@oksbi,302.83,10,4,Kolkata,Merchant,dev_1835,0,0,3,1491.22,0,0
azosfvpl@okhdfcbank,hpuqalpg@okaxis,2678.02,18,0,Kolkata,Merchant,dev_953,0,2,2,2907.36,0,0
bcfcm@oksbi,dgfnzad@oksbi,1155.47,12,6,Delhi,Merchant,dev_182,0,0,1,1671.45,0,0
pmprxh@oksbi,yguwxyrfi@paytm,1642.31,16,3,Bengaluru,Bill,dev_3589,0,1,5,3619.62,0,0
sjcfx@okaxis,affdfuyle@okicici,2889.78,10,4,Chennai,Bill,dev_829,0,1,2,3892.78,0,0
fqndrrkqn@okhdfcbank,rhepmoz@okaxis,908.13,0,1,Hyderabad,QR_Scan,dev_4962,0,1,3,3961.51,1,0
igqzinml@okhdfcbank,chmzy@okaxis,80.88,3,3,Pune,P2P,dev_3842,0,1,5,756.35,1,0
gzamp@okaxis,yydce@okhdfcbank,1407.12,23,0,Delhi,P2P,dev_3170,0,0,2,1417.6,0,0
rcmbpf@paytm,xqfnhn@okhdfcbank,219.7,19,5,Mumbai,Merchant,dev_4030,0,0,0,3317.81,0,0
acimgnuzs@okaxis,jgtqhs@paytm,679.69,20,0,Hyderabad,Bill,dev_2908,0,4,6,3987.19,0,0
wfzvdrek@paytm,stkkubv@okhdfcbank,1018.91,7,6,Jaipur,QR_Scan,dev_1968,0,1,4,1730.53,0,0
ljiohy@paytm,bxofhep@oksbi,608.46,4,3,Jaipur,P2P,dev_796,0,2,7,4405.29,0,0
uyryygnf@ybl,iqsoadhgj@paytm,560.97,16,6,Pune,Merchant,dev_4423,0,0,7,2514.55,0,0
yhlvik@okaxis,wqmaahmf@okaxis,447.84,6,5,Chennai,Bill,dev_1856,0,1,7,1794.01,0,0
myjoi@paytm,tnoaoneal@okhdfcbank,521.7,14,0,Jaipur,P2P,dev_1666,0,1,5,4413.98,0,0
